imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0008519,A Romance of the Redwoods,A Romance of the Redwoods,1917,14-05-1917,"Adventure, Comedy, Drama",70,USA,,Cecil B. DeMille,"Cecil B. DeMille, Jeanie Macpherson",Artcraft Pictures Corporation,"Mary Pickford, Elliott Dexter, Tully Marshall, Raymond Hatton, Charles Ogle, Walter Long, Winter Hall",A young girl travels west to live with her uncle during the California Gold Rush only to find that he has been killed by Indians and his identity assumed by an outlaw.,5.7,712,$ 134832,,,,12,3
tt0008536,Satana likuyushchiy,Satana likuyushchiy,1917,21-10-1917,Drama,87,Russia,,Yakov Protazanov,Olga Blazhevich,Yermoliev,"Ivan Mozzhukhin, Nathalie Lissenko, Polycarpe Pavloff, Aleksandr Chabrov, Vera Orlova",,6.9,136,,,,,1,
tt0008634,Straight Shooting,Straight Shooting,1917,27-08-1917,Western,57,USA,English,John Ford,George Hively,Universal Film Manufacturing Company,"Harry Carey, Duke R. Lee, George Berrell, Molly Malone, Ted Brooks, Hoot Gibson, Milton Brown, Vester Pegg","Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides.",6.2,335,,,,,8,10
tt0008663,Terje Vigen,Terje Vigen,1917,29-01-1917,"Drama, War",48,Sweden,,Victor Sjöström,Henrik Ibsen,Svenska Biografteatern AB,"Victor Sjöström, August Falck, Edith Erastoff, Bergliot Husberg","Terje Vigen, a sailor, suffers the loss of his family through the cruelty of another man. Years later, when his enemy's family finds itself dependent on Terje's beneficence, Terje must ...",7.4,1384,SEK 60000,,,,11,9
tt0008672,Thomas Graals bästa film,Thomas Graals bästa film,1917,13-08-1917,Comedy,90,Sweden,,Mauritz Stiller,Gustaf Molander,Svenska Biografteatern AB,"Victor Sjöström, Karin Molander, Albin Lavén, Jenny Tschernichin-Larsson, Axel Nilsson, Adolf Blomstedt, Gustaf Boge, Gucken Cederborg, Emma Dietrichs, Emil Fjellström, Henrik Jaenzon, William Larsson, Thyra Leijman-Uppström, Nils Lundell, Torsten Winge","Thomas Graal's a screenwriter, is very fond of his secretary Bessie. Overtaken by a kiss by Thomas she runs away. In his misfortune Thomas writes a screenplay inspired by Bessie. But she has not been really honest with him .",6.2,175,,,,,4,
tt0008679,Tillie Wakes Up,Tillie Wakes Up,1917,29-01-1917,Comedy,48,USA,,Harry Davenport,"Frances Marion, Mark Swan",Peerless Productions,"Marie Dressler, Johnny Hines, Frank Beamish, Rubye De Remer, Ruth Barrett, Jack Brawn","On the third floor of the apartment house at 003 Findlet Avenue lived Mr. and Mrs. Henry Tinkelpaw. The neighbors said it was a shame the way he neglected his poor wife, but Tillie's ...",4.8,479,,,,,4,
tt0008687,Tom Sawyer,Tom Sawyer,1917,10-12-1917,"Adventure, Comedy, Drama",59,USA,English,William Desmond Taylor,"Mark Twain, Julia Crawford Ivers",Oliver Morosco Photoplay Company,"Jack Pickford, George Hackathorne, Alice Marvin, Edythe Chapman, Robert Gordon, Antrim Short, Clara Horton, Helen Gilmore, Carl Goetz","Tom Sawyer, a young Missouri lad, finds fun and adventure with his pals Joe Harper and Huckleberry Finn, running away to hide out on Jackson's Island and pretending to be Mississippi River ...",6.2,132,,,,,8,2
tt0008710,Tösen från Stormyrtorpet,Tösen från Stormyrtorpet,1917,10-09-1917,Drama,87,Sweden,,Victor Sjöström,"Ester Julin, Selma Lagerlöf",Svenska Biografteatern AB,"Greta Almroth, Nils Aréhn, Josua Bengtson, Georg Blomstedt, Thekla Borgh, Gösta Cederlund, Lars Hanson, William Larsson, Karin Molander, Edla Rothgardt, Concordia Selander, Hjalmar Selander, Jenny Tschernichin-Larsson","Helga is a young single lady who has a baby by a much older married man. After the older man tells Helga's father that he refuses to pay child support because he isn't the child's father, ...",6.7,138,,,,,1,2
tt0008775,Wild and Woolly,Wild and Woolly,1917,24-06-1917,"Comedy, Western, Romance",72,USA,English,John Emerson,"Horace B. Carpenter, Anita Loos",Douglas Fairbanks Pictures,"Douglas Fairbanks, Eileen Percy, Calvert Carter, Charles Stevens, Sam De Grasse","A rich young Easterner who has always wanted to live in ""the Wild West"" plans to move to a Western town. Unknown to him, the town's ""wild"" days are long gone, and it is an orderly, ...",6.5,537,,,,,7,2
tt0008827,Amarilly of Clothes-Line Alley,Amarilly of Clothes-Line Alley,1918,11-03-1918,"Comedy, Romance",67,USA,English,Marshall Neilan,"Frances Marion, Belle K. Maniates",Mary Pickford Company,"Mary Pickford, William Scott, Kate Price, Ida Waterman, Norman Kerry, Fred Goodwins, Margaret Landis, Tom Wilson","Amarilly comes from a large family in a working-class neighborhood. She is happy with her family and her boyfriend Terry, a bartender in a cafe. But one day she meets Gordon, a sculptor who...",5.9,730,,,,,9,5
tt0008843,Az aranyember,Az aranyember,1919,20-01-1919,Drama,83,Hungary,,Alexander Korda,"Mór Jókai, Ladislaus Vajda",Corvin Film,"Oscar Beregi Sr., Gábor Rajnay, Ica von Lenkeffy, Margit Makay, Lili Berky, Jenõ Horváth, Mari K. Demjén, Szeréna S. Fáy, Gyula Bartos, Gusztáv Vándory, Gyula Szöreghy, József Kürthy","The adventures of captain Mihály Tímár, who aids a persecuted Turkish Pasha and his daughter in their escape across the Donau. After the Pasha dies, the captain acquires his fortune and ...",6,114,,,,,,1
tt0008854,Die Augen der Mumie Ma,Die Augen der Mumie Ma,1918,03-10-1918,"Drama, Horror",63,Germany,German,Ernst Lubitsch,"Hanns Kräly, Emil Rameau",Projektions-AG Union (PAGU),"Pola Negri, Emil Jannings, Harry Liedtke, Max Laurence, Margarete Kupfer","A girl is kidnapped and held captive in an ancient Egyptian temple. She is rescued and flees to England, but soon finds that her mysterious captor is still haunting her.",5.5,533,,,,,16,15
tt0008879,Berg-Ejvind och hans hustru,Berg-Ejvind och hans hustru,1918,01-01-1918,Drama,136,Sweden,,Victor Sjöström,"Victor Sjöström, Sam Ask",Svenska Biografteatern AB,"Victor Sjöström, Edith Erastoff, John Ekman, Nils Aréhn, Jenny Tschernichin-Larsson, William Larsson, Artur Rolén, Sigurd Wallén, Emil Fjellström, Hildur Carlberg, Edith Wallén, Harald Wehlnor, Thure Holm, Gucken Cederborg, Nils Elffors","A stranger comes to work at widow Halla's farm. Halla and the stranger fall in love, but when he is revealed as Eyvind, an escaped thief forced into crime by his family's starvation, they ...",7.3,1411,SEK 100000,,,,11,17
tt0008891,The Blue Bird,The Blue Bird,1918,31-03-1918,Fantasy,75,USA,English,Maurice Tourneur,"Maurice Maeterlinck, Charles Maigne",Paramount Pictures,"Tula Belle, Robin Macdougall, Edwin E. Reed, Emma Lowry, William J. Gross, Florence Anderson, Edward Elkas, Katherine Bianchi, Lillian Cook, Gertrude McCoy, Lyn Donelson, Charles Ascot, Tom Corless, Mary Kennedy, Eleanor Masters","Two peasant children, Mytyl and Tyltyl, are led by Berylune, a fairy, to search for the Blue Bird of Happiness. Berylune gives Tyltyl a cap with a diamond setting, and when Tyltyl turns the...",7,739,,,,,20,10
tt0008950,Carmen,Carmen,1918,20-12-1918,Drama,70,Germany,German,Ernst Lubitsch,"Grete Diercks, Norbert Falk",Projektions-AG Union (PAGU),"Pola Negri, Harry Liedtke, Leopold von Ledebur, Grete Diercks, Wilhelm Diegelmann, Heinrich Peer, Margarete Kupfer, Sophie Pagay, Paul Conradi, Max Kronert, Magnus Stifter, Paul Biensfeldt, Victor Janson, Albert Venohr","The tragic story of Don Jose, a Spanish cavalryman, who falls under the spell of a gypsy girl, Carmen, who treats him with both love and contempt and leads him into temptation and thus ...",6.1,247,,,,,7,9
tt0009014,La dixième symphonie,La dixième symphonie,1918,01-11-1918,Drama,94,France,French,Abel Gance,Abel Gance,Le Film d'Art,"Séverin-Mars, Jean Toulout, Emmy Lynn, André Lefaur, Elizabeth Nizan, Ariane Hugon","Composer Enrid Damor knows nothing of the past life of his new wife Eve Dinant : she lived as a debauchee with an adventurer, Fred Ryce. Fred Ryce meets Damor's daughter, Claire, and tries ...",6,116,,,,,4,2
tt0009062,Das fidele Gefängnis,Das fidele Gefängnis,1917,30-11-1917,Comedy,48,Germany,German,Ernst Lubitsch,Ernst Lubitsch,Projektions-AG Union (PAGU),"Harry Liedtke, Emil Jannings, Paul Biensfeldt, Erich Schönfelder, Käthe Dorsch, Kitty Dewall, Agda Nilsson, Ernst Lubitsch",A neglected wife disguises herself in order to lure her wastrel husband into a compromising position.,6.2,496,,,,,7,2
tt0009086,The Forbidden City,The Forbidden City,1918,06-10-1918,"Drama, Romance",62,USA,English,Sidney Franklin,"Mary Murillo, George Scarborough",Norma Talmadge Film Corporation,"Norma Talmadge, Thomas Meighan, E. Alyn Warren, Michael Rayle, L. Rogers Lytton, Reid Hamilton, Charles Fang","A Chinese mandarin hopes to regain favor with the Emporer by betrothing her to him, but he doesn't know she's secretly married to the American consul and pregnant.",5.4,270,,,,,8,1
tt0009150,Hearts of the World,Hearts of the World,1918,01-06-1918,"Drama, War",117,USA,English,D.W. Griffith,"D.W. Griffith, D.W. Griffith",D.W. Griffith Productions,"Lillian Gish, Robert Harron, Dorothy Gish, Adolph Lestina, Josephine Crowell, Jack Cosgrave, Kate Bruce, Ben Alexander, Marion Emmons, Francis Marion, Robert Anderson, George Fawcett, George Siegmann, Fay Holderness, L. Lowry",Young lovers in a French village are torn apart with the coming of the Great War.,6.4,872,,,,,14,11
tt0009241,Johanna Enlists,Johanna Enlists,1918,15-09-1918,"Comedy, Romance",72,USA,English,William Desmond Taylor,"Rupert Hughes, Frances Marion",Pickford Film,"Mary Pickford, Anne Schaefer, Fred Huntley, Monte Blue, Douglas MacLean, Emory Johnson, John Steppling, Wallace Beery, Wesley Barry, June Prentis, Jean Prentis","A young girl, stifling on her father's backwoods farm, is reinvigorated by the arrival of an army regiment, come to train in the area.",5.2,588,,,,,4,2
tt0009326,M'Liss,M'Liss,1918,05-05-1918,"Comedy, Drama",73,USA,English,Marshall Neilan,"Bret Harte, Frances Marion",Pickford Film,"Mary Pickford, Theodore Roberts, Thomas Meighan, Tully Marshall, Charles Ogle, Monte Blue, Winifred Greenwood, Helen Kelly, Val Paul, William H. Brown, John Burton, Charles A. Post, Guy Oliver","M'liss, a feisty young girl in a mining camp, falls for Charles Gray, the school teacher. Charles is implicated in a murder of which he is innocent, and the two must fight to save him from ...",6.6,111,,,,,9,5
tt0009356,The Married Virgin,The Married Virgin,1918,01-12-1918,Drama,71,USA,English,Joseph Maxwell,"Hayden Talbot, Hayden Talbot",Maxwell Productions (I),"Vera Sisson, Rudolph Valentino, Frank Newburg, Kathleen Kirkham, Edward Jobson, Lillian Leighton",An already engaged young woman is blackmailed into marrying a count in order to save her father from imprisonment.,5.3,607,,,,,10,2
tt0009369,Mickey,Mickey,1918,01-08-1918,"Comedy, Drama",93,USA,English,"F. Richard Jones, James Young","Hampton Del Ruth, J.G. Hawks",Mabel Normand Feature Film Company,"Mabel Normand, George Nichols, Laura La Varnie, Lew Cody, Minta Durfee, Wheeler Oakman, Tom Kennedy, Minnie Devereaux","Mickey, an orphan who has been brought up in a mining settlement, is sent to New York to live with her aunt.",5.9,1038,$ 125000,,,,18,3
tt0009440,Old Wives for New,Old Wives for New,1918,19-05-1918,Drama,60,USA,English,Cecil B. DeMille,"Jeanie Macpherson, David Graham Phillips",Artcraft Pictures Corporation,"Elliott Dexter, Florence Vidor, Sylvia Ashton, Wanda Hawley, Theodore Roberts, Helen Jerome Eddy, Marcia Manon, Julia Faye, J. Parks Jones, Edna Mae Cooper, Gustav von Seyffertitz, Tully Marshall, Lillian Leighton, Mayme Kelso, Alice Terry","Charles Murdock neglects his fat and lazy wife in favor of Juliet Raeburn but, when Juliet's name is involved in murder, he marries Viola and takes her to Paris.",6.5,162,$ 66241,,,,11,2
tt0009475,A Pair of Silk Stockings,A Pair of Silk Stockings,1918,20-07-1918,"Comedy, Romance",60,USA,English,Walter Edwards,"Cyril Harcourt, Edith M. Kennedy",Select Pictures Corporation,"Constance Talmadge, Harrison Ford, Wanda Hawley, Vera Doria, Florence Carpenter, Thomas Persse, Louis Willoughby, Helen Haskell, Larry Steers, Robert Gordon, Sylvia Ashton",A Pair of Silk Stockings is a 1918 American silent marital comedy film starring Constance Talmadge and Harrison Ford. It was directed by Walter Edwards and produced and distributed by ...,4.4,470,,,,,4,
tt0009559,A Romance of Happy Valley,A Romance of Happy Valley,1919,26-01-1919,"Drama, Romance",76,USA,English,D.W. Griffith,D.W. Griffith,D.W. Griffith Productions,"Lillian Gish, Robert Harron, George Fawcett, Kate Bruce, George Nichols, Bertram Grassby, Porter Strong, Adolph Lestina, Lydia Yeamans Titus, Andrew Arbuckle, Frances Sparks","John Logan leaves his parents and sweetheart in bucolic Happy Valley to make his fortune in the city. Those he left behind become miserable and beleaguered in his absence, but after several...",6.1,316,,,,,7,1
tt0009608,Shifting Sands,Shifting Sands,1918,01-08-1918,Drama,60,USA,English,Albert Parker,Charles T. Dazey,Triangle Film Corporation,"Gloria Swanson, Joe King, Harvey Clark, Leone Carton, Lillian Langdon, Arthur Millett, Myrtle Rishell","Marcia Grey is wrongly convicted on trumped-up evidence of a German. After serving her term, she rebuilds her life and marries well. The German then attempts to blackmail her into helping ...",5.2,684,,,,,7,1
tt0009611,Shoulder Arms,Shoulder Arms,1918,27-10-1918,"Comedy, War",45,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Edna Purviance, Charles Chaplin, Syd Chaplin, Loyal Underwood, Henry Bergman, Tom Wilson, Albert Austin, Jack Wilson",Charlie is a boot camp private who has a dream of being a hero who goes on a daring mission behind enemy lines.,7.3,5411,,,,,35,21
tt0009652,Stella Maris,Stella Maris,1918,21-01-1918,Drama,84,USA,,Marshall Neilan,"William J. Locke, Frances Marion",Pickford Film,"Mary Pickford, Ida Waterman, Herbert Standing, Conway Tearle, Marcia Manon, Josephine Crowell",Two young women - a paraplegic girl sheltered by her wealthy guardians and a more experienced orphan - fall in love with a man separated from his violent wife.,6.7,1323,,,,,19,10
tt0009682,Tarzan of the Apes,Tarzan of the Apes,1918,27-01-1918,"Action, Adventure",73,USA,,Scott Sidney,"Edgar Rice Burroughs, Fred Miller",National Film Corporation of America,"Elmo Lincoln, Enid Markey, True Boardman, Kathleen Kirkham, George B. French, Gordon Griffith, Colin Kenny, Thomas Jefferson, Bessie Toner, Jack Wilson, Louis Morrison, Eugene Pallette, Fred L. Wilson","Kohn and Alice Clayton set sail for Africa. Mutineers maroon them. After his parents die, the newborn Tarzan is taken by a great Ape, Kala. Later the boy finds his father's knife and uses ...",5.7,631,,$ 3270000,,,13,16
tt0009701,Tih Minh,Tih Minh,1918,07-02-1919,"Adventure, Mystery",418,France,French,Louis Feuillade,Louis Feuillade,Société des Etablissements L. Gaumont,"Mary Harald, René Cresté, Georges Biscot, Édouard Mathé, Louis Leubas, Gaston Michel, Marcel Marquet, Émile André, Georgette Faraboni, Jeanne Rollette, Lugane, Adeline de La Croix","Jacques d'Athys, a French adventurer, returns to his home in Nice after an expedition to Indochina where he has picked up a Eurasian fiancée and a book that, unbeknownst to him, contains a ...",7,295,,,,,1,7
tt0009796,The Whispering Chorus,The Whispering Chorus,1918,28-03-1918,Drama,86,USA,English,Cecil B. DeMille,"Jeanie Macpherson, Perley Poore Sheehan",Famous Players-Lasky Corporation,"Raymond Hatton, Kathlyn Williams, Edythe Chapman, Elliott Dexter, Noah Beery, Guy Oliver, John Burton, Tully Marshall, William H. Brown, James Neill, Gustav von Seyffertitz, Walter Lynch, Edna Mae Cooper","John Trimble has embezzled and obtains another identity by having a mutilated body buried in his place. He is later arrested for murdering himself. During the trial his mother, before dying...",6.9,243,$ 72500,,,,14,5
tt0009878,Anders als die Andern,Anders als die Andern,1919,28-05-1919,"Crime, Drama, History",50,Germany,"English, German",Richard Oswald,"Magnus Hirschfeld, Richard Oswald",Richard-Oswald-Produktion,"Conrad Veidt, Leo Connard, Ilse von Tasso-Lind, Alexandra Willegh, Ernst Pittschau, Fritz Schulz, Wilhelm Diegelmann, Clementine Plessner, Anita Berber, Reinhold Schünzel, Helga Molander, Magnus Hirschfeld, Karl Giese","Two male musicians fall in love, but blackmail and scandal makes the affair take a tragic turn.",7,1050,,,,,16,16
tt0009892,Ravished Armenia,Ravished Armenia,1919,19-01-1919,"Drama, History, Romance",80,USA,,Oscar Apfel,"Aurora Mardiganian, Henry Leyford Gates",First National Pictures,"Aurora Mardiganian, Irving Cummings, Anna Q. Nilsson, Henry Morgenthau, Lillian West, Eugenie Besserer, Frank Clark, Howard Davies, Hector Dion, Miles McCarthy","Aurora Mardiganian, a young and beautiful Armenian girl, lives with her parents in the Turkish city of Havpoul. Her father, a prosperous merchant, was preparing to send her to the West to ...",5.9,941,,,,,1,2
tt0009893,Die Austernprinzessin,Die Austernprinzessin,1919,26-06-1919,Comedy,58,Germany,German,Ernst Lubitsch,"Hanns Kräly, Ernst Lubitsch",Projektions-AG Union (PAGU),"Victor Janson, Ossi Oswalda, Harry Liedtke, Julius Falkenstein, Max Kronert, Curt Bois",An American heiress seeks the hand of an impoverished German prince.,7.2,1544,,,,,18,19
tt0009894,El automóvil gris,El automóvil gris,1919,11-12-1919,"Action, Crime",223,Mexico,Spanish,Enrique Rosas,"Juan Manuel Cabrera, Miguel Necoechea",Azteca Films,"Joaquín Coss, Juan de Homs, Manuel de los Ríos, María Teresa Montoya, Dora Vila, Valentín Asperó, Juan Manuel Cabrera, Enrique Cantalaúba, Russo Conde, Ángel Esquivel, Francisco Ferriz, María Mercedes Ferriz, Miguel Ángel Ferriz, Ernesto Finance, Antonio Galé","A gang terrorizes Mexico City's high society on 1915. Murder, kidnaping and robbery are their trademarks. One police inspector (Cabrera) follows the gang crimes and eventually send them to ...",7.1,149,,,,,1,2
tt0009900,Back to God's Country,Back to God's Country,1919,27-10-1919,"Adventure, Romance",73,Canada,,David Hartford,"James Oliver Curwood, James Oliver Curwood",Canadian Photoplays Ltd.,"Nell Shipman, Charles Arling, Wheeler Oakman, Wellington A. Playter","A woman finds herself all alone in a remote harbor with the man responsible for the murder of her father. With seemingly nobody around to protect her, she has to be resourceful.",6.3,824,$ 67000,,,,11,6
tt0009915,Behind the Door,Behind the Door,1919,14-12-1919,"Drama, Thriller, War",70,USA,English,Irvin Willat,"Gouverneur Morris, Luther Reed",Thomas H. Ince Corporation,"Hobart Bosworth, Jane Novak, Wallace Beery, James Gordon, Richard Wayne, J.P. Lockney, Gibson Gowland, Otto Hoffman",A German-American naval officer takes revenge against the German submarine commander who brutalized his wife.,7.1,141,,,,,5,6
tt0009937,Blind Husbands,Blind Husbands,1919,07-12-1919,"Drama, Romance",99,"USA, Austria",English,Erich von Stroheim,"Erich von Stroheim, Erich von Stroheim",Universal Film Manufacturing Company,"Sam De Grasse, Francelia Billington, Erich von Stroheim, Gibson Gowland, Fay Holderness, Ruby Kendrick, Valerie Germonprez, Jack Perrin, Richard Cummings, Louis Fitzroy, William De Vaull, Jack Mathis, Percy Challenger",An Austrian officer sets out to seduce a neglected young wife.,7,1269,$ 42000,,,,12,16
tt0009968,Broken Blossoms or The Yellow Man and the Girl,Broken Blossoms or The Yellow Man and the Girl,1919,20-10-1919,"Drama, Romance",90,USA,,D.W. Griffith,"Thomas Burke, D.W. Griffith",D.W. Griffith Productions,"Lillian Gish, Richard Barthelmess, Donald Crisp, Arthur Howard, Edward Peil Sr., George Beranger, Norman Selby","A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences.",7.4,8777,$ 88000,,,,87,76
tt0009976,The Busher,The Busher,1919,18-05-1919,"Drama, Sport",63,USA,English,Jerome Storm,"R. Cecil Smith, Earle Snell",Thomas H. Ince Corporation,"Charles Ray, Colleen Moore, John Gilbert, Jay Morley, Otto Hoffman",A young baseball pitcher in the bush leagues is discovered by a big-league manager and given his chance in the major leagues. But will he be up to the challenge?,5.7,622,,,,,13,4
tt0010040,Daddy-Long-Legs,Daddy-Long-Legs,1919,11-05-1919,"Comedy, Drama",85,USA,English,Marshall Neilan,"Jean Webster, Agnes Christine Johnston",Mary Pickford Company,"Mary Pickford, Milla Davenport, Percy Haswell, Fay Lemport, Mahlon Hamilton, Lillian Langdon, Betty Bouton, Audrey Chapman, Marshall Neilan, Carrie Clark Ward","An orphan discovers that she has an anonymous benefactor who is willing to pay her college tuition, unaware he's the same man who has been romantically pursuing her.",6.5,1284,,,,,20,10
tt0010060,The Delicious Little Devil,The Delicious Little Devil,1919,01-05-1919,"Comedy, Drama",63,USA,English,Robert Z. Leonard,"Harvey F. Thew, John B. Clymer",Universal Film Manufacturing Company,"Mae Murray, Richard Cummings, Harry L. Rattenberry, Edward Jobson, Rudolph Valentino, Bert Woodruff, Martha Mattox, William V. Mong, Ivor McFadden, Bertram Grassby, Alice Knowland, I.S. McVea's Band, Satchel McVea","A poor hat-check girl loses her job and is forced to get a job as a dancer at a roadhouse. There she falls in love with the son of a rich businessman. The boy's father, believing her to be ...",6,801,,,,,12,5
tt0010071,Don't Change Your Husband,Don't Change Your Husband,1919,26-01-1919,Comedy,71,USA,,Cecil B. DeMille,Jeanie Macpherson,Artcraft Pictures Corporation,"Elliott Dexter, Gloria Swanson, Lew Cody, Sylvia Ashton, Theodore Roberts, Julia Faye, James Neill, Ted Shawn","Leila Porter comes to dislike her husband James, a glue king who is always eating onions and looking sloppy. But after she divorces him and marries two-timing playboy Schuyler Van Sutphen the now-reformed James looks pretty good.",6.7,1103,,,,,21,6
tt0010103,Eyes of Youth,Eyes of Youth,1919,30-11-1919,Drama,78,USA,English,Albert Parker,"Max Marcin, Albert Parker",Harry Garson Productions,"Clara Kimball Young, Gareth Hughes, Pauline Starke, Sam Sothern, Edmund Lowe, Ralph Lewis, Milton Sills, Vincent Serrano, William Courtleigh, Norman Selby, Rudolph Valentino, Edward Kimball",A young woman at a crossroads is shown what her future would be like for each choice.,5.4,635,,,,,6,
tt0010137,"For Better, for Worse","For Better, for Worse",1919,27-04-1919,Drama,70,USA,English,Cecil B. DeMille,"Jeanie Macpherson, Edgar Selwyn",Famous Players-Lasky Corporation,"Elliott Dexter, Tom Forman, Gloria Swanson, Sylvia Ashton, Raymond Hatton, Theodore Roberts, Wanda Hawley, Winter Hall, Jack Holt, Fred Huntley","Dr. Edward Meade and friend Richard Burton both love Sylvia Norcross. Both enlist in the military, but Meade stays back to care for deformed children. Sylvia thinks him a coward and marries...",5.4,691,,,,,3,
tt0010162,Getting Mary Married,Getting Mary Married,1919,19-04-1919,Comedy,65,USA,English,Allan Dwan,"John Emerson, Anita Loos",Marion Davies Film Corporation,"Marion Davies, Norman Kerry, Matt Moore, Frederick Burton, Amelia Summerville, Constance Beaumar, Elmer Grandin, Helen Lindroth",A young woman must resist the charms of a handsome stranger and stay single if she wants to inherit a fortune.,6.6,187,,,,,4,
tt0010193,The Greatest Question,The Greatest Question,1919,28-12-1919,Drama,80,USA,English,D.W. Griffith,"William Hale, Stanner E.V. Taylor",First National Pictures,"Lillian Gish, Robert Harron, Ralph Graves, Eugenie Besserer, George Fawcett, Tom Wilson, George Nichols, Josephine Crowell, Katherine Albert","An orphan girl is given shelter by a farm family, but soon finds herself in the clutches of a murderous farmer and his wife.",5.8,653,,,,,11,1
tt0010195,The Grim Game,The Grim Game,1919,12-10-1919,"Adventure, Drama",71,USA,English,Irvin Willat,"Arthur B. Reeve, John Grey",Paramount Pictures,"Harry Houdini, Thomas Jefferson, Ann Forrest, Augustus Phillips, Tully Marshall, Arthur Hoyt, Mae Busch, Edward Martin, Jane Wolfe","Jailed unjustly for a murder he did not commit, a young man uses his amazing powers of escape to free himself and pursue the actual killers, who hold his fiancée captive.",6.9,242,$ 200000,,,,11,4
tt0010208,Harakiri,Harakiri,1919,06-12-1920,Drama,80,Germany,,Fritz Lang,"David Belasco, Max Jungk",Decla-Bioscop AG,"Paul Biensfeldt, Lil Dagover, Georg John, Meinhart Maur, Rudolf Lettinger, Erner Huebsch, Käte Küster, Niels Prien, Herta Heden, Loni Nest","The Buddhist priest wants the Daughter of the Daimyo to become a priestess at the Forbidden Garden. The Daimyo thinks if he were in Europe that his daughter should decide on her own, but he...",5.6,517,,,,,9,7
